#                      Published-Value                         |                      NED-Homogenized-Values                   
#      Spectral-axis           Intensity         Uncertainty   |          Spectral-axis           Intensity         Uncertainty
#         [Angstrom]      [erg/cm^2/s/A]      [erg/cm^2/s/A]   |                   [Hz]          [W/m^2/Hz]          [W/m^2/Hz]
            45185.62          9.7862e-15                       |         6.63468730e+13      6.66490363e-27                    
            45394.17          9.6075e-15                       |         6.60420620e+13      6.60373821e-27                    
            45603.68          9.5195e-15                       |         6.57386551e+13      6.60378937e-27                    
            45814.16          9.4105e-15                       |         6.54366377e+13      6.58857435e-27                    
            46025.67          9.1751e-15                       |         6.51359250e+13      6.48321375e-27                    
            46131.76           9.154e-15                       |         6.49861308e+13      6.49815777e-27                    
            46344.68          9.0284e-15                       |         6.46875669e+13      6.46829567e-27                    
            46558.63          8.9046e-15                       |         6.43903094e+13      6.43863930e-27                    
            46773.52          8.8636e-15                       |         6.40944832e+13      6.46829105e-27                    
             46989.4           8.742e-15                       |         6.38000185e+13      6.43857705e-27                    
            47206.28          8.6023e-15                       |         6.35069018e+13      6.39430630e-27                    
            47424.21          8.5825e-15                       |         6.32150665e+13      6.43862776e-27                    
            47533.53          8.4452e-15                       |         6.30696813e+13      6.36486754e-27                    
            47752.92          8.3486e-15                       |         6.27799219e+13      6.35027913e-27                    
            47973.37           8.272e-15                       |         6.24914320e+13      6.35024201e-27                    
            48194.79          8.1211e-15                       |         6.22043293e+13      6.29208149e-27                    
            48417.23          8.1211e-15                       |         6.19185482e+13      6.35029693e-27                    
            48528.84          7.9912e-15                       |         6.17761436e+13      6.27756353e-27                    
            48752.87          7.8816e-15                       |         6.14922689e+13      6.24876309e-27                    
            48977.89          7.8093e-15                       |         6.12097538e+13      6.24872692e-27                    
            49203.95          7.7022e-15                       |         6.09285350e+13      6.22005213e-27                    
            49431.04          7.6491e-15                       |         6.06486246e+13      6.23432057e-27                    
            49545.04          7.5442e-15                       |         6.05090760e+13      6.17721697e-27                    
            49773.71          7.5095e-15                       |         6.02310856e+13      6.20569381e-27                    
            50003.44          7.4068e-15                       |         5.99543669e+13      6.17745626e-27                    
            50234.29          7.3582e-15                       |         5.96788487e+13      6.19371789e-27                    
            50350.08          7.2836e-15                       |         5.95416053e+13      6.15921994e-27                    
            50582.46          7.2027e-15                       |         5.92680662e+13      6.14715998e-27                    
            50815.93          7.1721e-15                       |         5.89957635e+13      6.17767971e-27                    
            50933.06          7.1486e-15                       |         5.88600919e+13      6.18585635e-27                    
            51050.52          7.1088e-15                       |         5.87246631e+13      6.17982151e-27                    
             51168.2          7.0693e-15                       |         5.85896043e+13      6.17384877e-27                    
            51286.14          7.0462e-15                       |         5.84548689e+13      6.18207527e-27                    
            51404.36          7.0231e-15                       |         5.83204341e+13      6.19024817e-27                    
            51522.85          6.9841e-15                       |         5.81863113e+13      6.18428508e-27                    
            51641.62          6.9613e-15                       |         5.80524893e+13      6.19254771e-27                    
            51760.71          6.9545e-15                       |         5.79189233e+13      6.21506474e-27                    
            51880.02          6.9319e-15                       |         5.77857254e+13      6.22345931e-27                    
            51999.61          6.8933e-15                       |         5.76528284e+13      6.21736907e-27                    
            52119.47          6.8709e-15                       |         5.75202432e+13      6.22576760e-27                    
            52239.61          6.8327e-15                       |         5.73879589e+13      6.21972954e-27                    
            52360.03          6.8105e-15                       |         5.72559754e+13      6.22813570e-27                    
            52480.72          6.7883e-15                       |         5.71243037e+13      6.23648514e-27                    
            52601.75          6.7662e-15                       |         5.69928679e+13      6.24488596e-27                    
               52723          6.7753e-15                       |         5.68617983e+13      6.28214641e-27                    
            52844.53          6.7688e-15                       |         5.67310295e+13      6.30508661e-27                    
            52966.34          6.7158e-15                       |         5.66005616e+13      6.28459040e-27                    
            53088.43          6.6786e-15                       |         5.64703946e+13      6.27862425e-27                    
             53210.8          6.6569e-15                       |         5.63405284e+13      6.28710778e-27                    
            53333.52          6.6506e-15                       |         5.62108893e+13      6.31016361e-27                    
            53456.46          6.6442e-15                       |         5.60816146e+13      6.33318805e-27                    
            53579.68          6.6227e-15                       |         5.59526408e+13      6.34183019e-27                    
            53703.18          6.6012e-15                       |         5.58239678e+13      6.35041624e-27                    
            53826.97           6.595e-15                       |         5.56955851e+13      6.37373440e-27                    
            53951.05          6.5736e-15                       |         5.55674929e+13      6.38237580e-27                    
            54075.41          6.5674e-15                       |         5.54397015e+13      6.40578571e-27                    
            54200.11          6.5461e-15                       |         5.53121496e+13      6.41449199e-27                    
            54325.05          6.5249e-15                       |         5.51849394e+13      6.42322929e-27                    
            54450.27          6.4888e-15                       |         5.50580298e+13      6.41717317e-27                    
            54575.79          6.4977e-15                       |         5.49314007e+13      6.45563568e-27                    
            54701.59          6.4916e-15                       |         5.48050722e+13      6.47934265e-27                    
            54827.68          6.4706e-15                       |         5.46790342e+13      6.48819043e-27                    
            54954.06          6.4497e-15                       |         5.45532867e+13      6.49708244e-27                    
            55080.79          6.4437e-15                       |         5.44277704e+13      6.52101095e-27                    
            55207.76          6.4377e-15                       |         5.43025942e+13      6.54500953e-27                    
            55335.02          6.4466e-15                       |         5.41777086e+13      6.58430836e-27                    
            55462.57          6.4554e-15                       |         5.40531135e+13      6.62372713e-27                    
            55590.41          6.4198e-15                       |         5.39288088e+13      6.61760054e-27                    
            55718.55          6.4139e-15                       |         5.38047848e+13      6.64203396e-27                    
            55847.05          6.4227e-15                       |         5.36809839e+13      6.68186054e-27                    
            55975.78          6.4168e-15                       |         5.35575313e+13      6.70653363e-27                    
            56104.81          6.4109e-15                       |         5.34343595e+13      6.73129293e-27                    
            56234.13          6.4197e-15                       |         5.33114781e+13      6.77164200e-27                    
            56363.76          6.4138e-15                       |         5.31888680e+13      6.79664557e-27                    
            56493.68          6.4227e-15                       |         5.30665482e+13      6.83748936e-27                    
             56623.9          6.4464e-15                       |         5.29445091e+13      6.89439406e-27                    
            56754.48          6.4554e-15                       |         5.28226951e+13      6.93589886e-27                    
            56885.31          6.4495e-15                       |         5.27012086e+13      6.96154446e-27                    
            57016.43          6.4584e-15                       |         5.25800123e+13      7.00332494e-27                    
            57147.86          6.4823e-15                       |         5.24590875e+13      7.06168541e-27                    
            57279.59          6.5063e-15                       |         5.23384436e+13      7.12054411e-27                    
            57411.62          6.5304e-15                       |         5.22180804e+13      7.17990474e-27                    
            57544.02          6.5546e-15                       |         5.20979346e+13      7.23978861e-27                    
            57676.67          6.5789e-15                       |         5.19781151e+13      7.30016938e-27                    
            57809.62          6.6185e-15                       |         5.18585763e+13      7.37800760e-27                    
            57942.87          6.6583e-15                       |         5.17393182e+13      7.45663114e-27                    
            58076.43          6.6984e-15                       |         5.16203319e+13      7.53616152e-27                    
             58210.3          6.7388e-15                       |         5.15016172e+13      7.61660683e-27                    
            58344.48           6.795e-15                       |         5.13831744e+13      7.71557512e-27                    
            58479.04          6.8517e-15                       |         5.12649419e+13      7.81588398e-27                    
            58613.83          6.9248e-15                       |         5.11470516e+13      7.93572722e-27                    
            58748.94          6.9826e-15                       |         5.10294244e+13      8.03889822e-27                    
            58884.36          7.0734e-15                       |         5.09120688e+13      8.18101958e-27                    
            59020.09          7.1654e-15                       |         5.07949851e+13      8.32567531e-27                    
            59244.95          7.0184e-15                       |         5.06021963e+13      8.21712865e-27                    
            59554.81          7.3763e-15                       |         5.03389162e+13      8.72673029e-27                    
            59864.66          7.9032e-15                       |         5.00783699e+13      9.44763940e-27                    
            60174.51          9.6573e-15                       |         4.98205069e+13      1.16643393e-26                    
            60484.37          9.3803e-15                       |         4.95652776e+13      1.14467539e-26                    
            60794.22          9.6997e-15                       |         4.93126582e+13      1.19581000e-26                    
            61104.07          1.0607e-14                       |         4.90626007e+13      1.32102836e-26                    
            61413.93          1.2913e-14                       |         4.88150586e+13      1.62457672e-26                    
            61723.78          1.7066e-14                       |         4.85700096e+13      2.16878283e-26                    
            62033.63          2.1115e-14                       |         4.83274087e+13      2.71034623e-26                    
            62343.49          2.1173e-14                       |         4.80872115e+13      2.74500989e-26                    
            62653.34          1.9509e-14                       |         4.78493978e+13      2.55448149e-26                    
            62963.19          1.6779e-14                       |         4.76139247e+13      2.21880337e-26                    
            63273.05          1.4316e-14                       |         4.73807504e+13      1.91178269e-26                    
             63582.9          1.3205e-14                       |         4.71498562e+13      1.78073119e-26                    
            63892.76          1.2483e-14                       |         4.69211940e+13      1.69981463e-26                    
            64202.61            1.12e-14                       |         4.66947464e+13      1.53993605e-26                    
            64512.46           1.039e-14                       |         4.64704739e+13      1.44238783e-26                    
            64822.32          9.9616e-15                       |         4.62483384e+13      1.39623183e-26                    
            65132.17          9.7329e-15                       |         4.60283235e+13      1.37724959e-26                    
            65442.02          8.7548e-15                       |         4.58103920e+13      1.25065901e-26                    
            65751.88          8.9733e-15                       |         4.55945076e+13      1.29404039e-26                    
            66061.73          9.2794e-15                       |         4.53806552e+13      1.35082496e-26                    
            66371.58          9.4994e-15                       |         4.51687995e+13      1.39585332e-26                    
            66681.45          9.5104e-15                       |         4.49588992e+13      1.41054891e-26                    
            66991.29          9.7316e-15                       |         4.47509608e+13      1.45680099e-26                    
            67301.14          9.4883e-15                       |         4.45449303e+13      1.43354901e-26                    
               67611          9.8011e-15                       |         4.43407817e+13      1.49447562e-26                    
            67920.85          9.9529e-15                       |         4.41385022e+13      1.53156404e-26                    
            68230.71          9.4265e-15                       |         4.39380536e+13      1.46382631e-26                    
            68540.56          9.7868e-15                       |         4.37394236e+13      1.53361132e-26                    
            68850.41          1.0123e-14                       |         4.35425815e+13      1.60066922e-26                    
            69160.27          9.9882e-15                       |         4.33474969e+13      1.59360207e-26                    
            69470.12          1.0408e-14                       |         4.31541588e+13      1.67549323e-26                    
            69779.98          1.1473e-14                       |         4.29625315e+13      1.86345097e-26                    
            70089.83          1.1932e-14                       |         4.27726047e+13      1.95525117e-26                    
            70399.68          1.0887e-14                       |         4.25843497e+13      1.79981923e-26                    
            70709.54          9.8765e-15                       |         4.23977386e+13      1.64716986e-26                    
            71019.39          1.0442e-14                       |         4.22127618e+13      1.75677790e-26                    
            71329.24          1.1072e-14                       |         4.20293920e+13      1.87905965e-26                    
             71639.1           1.168e-14                       |         4.18476026e+13      1.99950448e-26                    
            71948.95          1.1224e-14                       |         4.16673849e+13      1.93809863e-26                    
            72258.81          1.2266e-14                       |         4.14887069e+13      2.13630800e-26                    
            72568.66          1.2819e-14                       |         4.13115605e+13      2.25180952e-26                    
            72878.51           1.294e-14                       |         4.11359205e+13      2.29251688e-26                    
            73188.38          1.3326e-14                       |         4.09617564e+13      2.38102181e-26                    
            73498.22          1.4362e-14                       |         4.07890775e+13      2.58790221e-26                    
            73808.07          1.5023e-14                       |         4.06178429e+13      2.72988066e-26                    
            74117.93          1.6151e-14                       |         4.04480345e+13      2.95954724e-26                    
            74427.78          1.7033e-14                       |         4.02796454e+13      3.14731762e-26                    
            74737.63          1.7941e-14                       |         4.01126526e+13      3.34275530e-26                    
            75047.48          1.9584e-14                       |         3.99470387e+13      3.67919599e-26                    
            75337.06          1.8671e-14                       |         3.97934906e+13      3.53479483e-26                    
            75357.34          2.1217e-14                       |         3.97827815e+13      4.01896656e-26                    
             75667.2          2.1915e-14                       |         3.96198695e+13      4.18539159e-26                    
            75957.99          2.1651e-14                       |         3.94681927e+13      4.16681466e-26                    
            75977.05          2.2573e-14                       |         3.94582915e+13      4.34643742e-26                    
            76578.94          2.1894e-14                       |         3.91481599e+13      4.28275381e-26                    
            77199.88          2.0997e-14                       |         3.88332804e+13      4.17416675e-26                    
            77820.82          2.0682e-14                       |         3.85234259e+13      4.17795189e-26                    
            78441.76          2.0284e-14                       |         3.82184769e+13      4.16320270e-26                    
            79062.71          1.9148e-14                       |         3.79183131e+13      3.99251087e-26                    
            79683.65          1.6988e-14                       |         3.76228322e+13      3.59799029e-26                    
            80304.59          1.4837e-14                       |         3.73319208e+13      3.19158291e-26                    
            80925.54          1.2797e-14                       |         3.70454691e+13      2.79549473e-26                    
            81546.48          1.1768e-14                       |         3.67633844e+13      2.61031184e-26                    
            82167.41          1.1148e-14                       |         3.64855676e+13      2.51058801e-26                    
            82788.36          1.1042e-14                       |         3.62119094e+13      2.52444316e-26                    
             83409.3          1.1274e-14                       |         3.59423301e+13      2.61629240e-26                    
            84030.25          1.1058e-14                       |         3.56767306e+13      2.60451698e-26                    
            84651.19          1.0864e-14                       |         3.54150319e+13      2.59678018e-26                    
            85272.13          1.1456e-14                       |         3.51571444e+13      2.77860315e-26                    
            85893.07          1.2063e-14                       |         3.49029857e+13      2.96859447e-26                    
            86514.02          1.1304e-14                       |         3.46524712e+13      2.82217818e-26                    
            87134.95          9.9555e-15                       |         3.44055352e+13      2.52131522e-26                    
             87755.9          8.2465e-15                       |         3.41620859e+13      2.11836898e-26                    
            88376.84          6.8154e-15                       |         3.39220614e+13      1.77561000e-26                    
            88997.78          6.0357e-15                       |         3.36853862e+13      1.59464967e-26                    
            89618.72          5.3019e-15                       |         3.34519907e+13      1.42039227e-26                    
            90239.66          4.9462e-15                       |         3.32218072e+13      1.34352536e-26                    
             90860.6          4.4103e-15                       |         3.29947699e+13      1.21450310e-26                    
            91481.55          4.3591e-15                       |         3.27708111e+13      1.21686712e-26                    
            92102.49            4.03e-15                       |         3.25498756e+13      1.14032090e-26                    
            92723.44          4.2255e-15                       |         3.23318957e+13      1.21181541e-26                    
            93344.38          3.9484e-15                       |         3.21168194e+13      1.14756367e-26                    
            93965.32          4.0192e-15                       |         3.19045855e+13      1.18373396e-26                    
            94586.26          3.6116e-15                       |         3.16951383e+13      1.07779223e-26                    
             95207.2          3.6945e-15                       |         3.14884230e+13      1.11705499e-26                    
            95828.15          3.7592e-15                       |         3.12843835e+13      1.15149203e-26                    
            96449.09          4.0967e-15                       |         3.10829743e+13      1.27118783e-26                    
            97070.02          4.0447e-15                       |         3.08841452e+13      1.27126429e-26                    
            97690.98          4.0123e-15                       |         3.06878341e+13      1.27726681e-26                    
            98311.92          3.6227e-15                       |         3.04940092e+13      1.16794939e-26                    
            98932.86          3.3376e-15                       |         3.03026172e+13      1.08966929e-26                    
             99553.8          3.0859e-15                       |         3.01136128e+13      1.02018005e-26                    
            100174.7          3.2556e-15                       |         2.99269635e+13      1.08974889e-26                    
            100795.7           3.058e-15                       |         2.97425842e+13      1.03633648e-26                    
           101416.59          3.0051e-15                       |         2.95604949e+13      1.03099422e-26                    
            102037.6          3.0091e-15                       |         2.93805871e+13      1.04504836e-26                    
            102658.5          2.9806e-15                       |         2.92028871e+13      1.04778655e-26                    
           103279.49          3.2059e-15                       |         2.90272985e+13      1.14066322e-26                    
           103900.41          3.1899e-15                       |         2.88538283e+13      1.14865838e-26                    
            104521.3            3.31e-15                       |         2.86824273e+13      1.20619325e-26                    
            105142.3          3.6301e-15                       |         2.85130208e+13      1.33860620e-26                    
            105763.2          3.8634e-15                       |         2.83456305e+13      1.44151158e-26                    
            106384.2          3.8206e-15                       |         2.81801676e+13      1.44233164e-26                    
            107005.1           4.045e-15                       |         2.80166514e+13      1.54492278e-26                    
              107626          4.1457e-15                       |         2.78550219e+13      1.60181209e-26                    
              108247          4.0092e-15                       |         2.76952210e+13      1.56699913e-26                    
           108867.91          4.3619e-15                       |         2.75372659e+13      1.72446654e-26                    
            109488.9          5.0528e-15                       |         2.73810824e+13      2.02046620e-26                    
            110109.8          6.0182e-15                       |         2.72266827e+13      2.43387270e-26                    
            110730.8          6.6068e-15                       |         2.70739902e+13      2.70213679e-26                    
            111351.7          8.5357e-15                       |         2.69230249e+13      3.53030430e-26                    
            111972.6          1.3441e-14                       |         2.67737338e+13      5.62126943e-26                    
            112593.6          1.6334e-14                       |         2.66260657e+13      6.90715588e-26                    
            113214.5           1.468e-14                       |         2.64800409e+13      6.27638328e-26                    
            113835.5          1.1761e-14                       |         2.63355859e+13      5.08368912e-26                    
            114456.4          9.4191e-15                       |         2.61927213e+13      4.11593841e-26                    
            115077.4          8.0649e-15                       |         2.60513758e+13      3.56252864e-26                    
            115698.3          6.9745e-15                       |         2.59115699e+13      3.11419878e-26                    
            116319.2          6.2049e-15                       |         2.57732566e+13      2.80037954e-26                    
            116940.2          5.7747e-15                       |         2.56363901e+13      2.63412504e-26                    
            117561.1          5.5357e-15                       |         2.55009913e+13      2.55199091e-26                    
           118182.09          5.4846e-15                       |         2.53669959e+13      2.55521582e-26                    
           118802.99          5.8094e-15                       |         2.52344204e+13      2.73505030e-26                    
              119424          6.1213e-15                       |         2.51032003e+13      2.91209935e-26                    
            120044.9          6.1887e-15                       |         2.49733607e+13      2.97485741e-26                    
            120665.8          6.0295e-15                       |         2.48448574e+13      2.92839049e-26                    
            121286.8          5.8351e-15                       |         2.47176493e+13      2.86321971e-26                    
            121907.7          5.6118e-15                       |         2.45917575e+13      2.78191436e-26                    
            122528.7          5.7293e-15                       |         2.44671215e+13      2.86917152e-26                    
           123149.59            6.03e-15                       |         2.43437643e+13      3.05044043e-26                    
           123770.51          6.0423e-15                       |         2.42216388e+13      3.08756380e-26                    
            124391.5          6.2845e-15                       |         2.41007190e+13      3.24363095e-26                    
            125012.4          6.5401e-15                       |         2.39810178e+13      3.40933652e-26                    
            125633.4          6.9105e-15                       |         2.38624808e+13      3.63830408e-26                    
            126254.3          7.1311e-15                       |         2.37451286e+13      3.79164945e-26                    
            126875.3          7.2584e-15                       |         2.36289064e+13      3.89739441e-26                    
            127496.2          7.6023e-15                       |         2.35138348e+13      4.12210245e-26                    
            128117.1          8.6943e-15                       |         2.33998786e+13      4.76023197e-26                    
            128738.1          7.5522e-15                       |         2.32870035e+13      4.17510083e-26                    
              129359          5.2339e-15                       |         2.31752301e+13      2.92144702e-26                    
              129980          4.4592e-15                       |         2.30645068e+13      2.51298162e-26                    
            130600.9          4.2246e-15                       |         2.29548540e+13      2.40357252e-26                    
            131221.8          4.1392e-15                       |         2.28462389e+13      2.37742973e-26                    
            131842.8          4.1247e-15                       |         2.27386296e+13      2.39157771e-26                    
            132463.7          4.0309e-15                       |         2.26320463e+13      2.35925608e-26                    
            133084.7          3.8962e-15                       |         2.25264406e+13      2.30184882e-26                    
           133705.59          3.7857e-15                       |         2.24218343e+13      2.25748368e-26                    
           134326.59          3.6341e-15                       |         2.23181768e+13      2.18725868e-26                    
            134947.5          3.6659e-15                       |         2.22154882e+13      2.22684299e-26                    
           135568.41           3.598e-15                       |         2.21137401e+13      2.20575595e-26                    
           136189.41          3.5456e-15                       |         2.20129053e+13      2.19359128e-26                    
            136810.3          3.3458e-15                       |         2.19130036e+13      2.08889621e-26                    
            137431.3          3.1057e-15                       |         2.18139870e+13      1.95663630e-26                    
            138052.2           2.992e-15                       |         2.17158770e+13      1.90207461e-26                    
            138673.2           3.052e-15                       |         2.16186299e+13      1.95771244e-26                    
           139294.09          2.8843e-15                       |         2.15222670e+13      1.86674547e-26                    
              139915          2.9354e-15                       |         2.14267562e+13      1.91679267e-26                    
              140536          3.0384e-15                       |         2.13320757e+13      2.00170198e-26                    
           141156.91          3.1138e-15                       |         2.12382418e+13      2.06954224e-26                    
           141777.89          3.0907e-15                       |         2.11452194e+13      2.07230257e-26                    
            142398.8          3.1368e-15                       |         2.10530186e+13      2.12167463e-26                    
            143019.8          3.1756e-15                       |         2.09616052e+13      2.16669321e-26                    
            143640.7          2.8398e-15                       |         2.08709968e+13      1.95443880e-26                    
           144261.59          2.6484e-15                       |         2.07811697e+13      1.83850283e-26                    
           144882.61           2.574e-15                       |         2.06920940e+13      1.80227210e-26                    
           145416.91          2.5998e-15                       |         2.06160658e+13      1.83378772e-26                    
            146333.8          2.4892e-15                       |         2.04868909e+13      1.77798621e-26                    
            147250.8          2.4522e-15                       |         2.03593094e+13      1.77357888e-26                    
            148167.7          2.3525e-15                       |         2.02333207e+13      1.72272520e-26                    
           149084.59          2.3278e-15                       |         2.01088831e+13      1.72580002e-26                    
            150001.5          2.2757e-15                       |         1.99859641e+13      1.70799073e-26                    
            150918.5          2.2177e-15                       |         1.98645268e+13      1.68487254e-26                    
           151835.41          2.2448e-15                       |         1.97445681e+13      1.72624758e-26                    
            152752.3          2.2653e-15                       |         1.96260520e+13      1.76311458e-26                    
            153669.3          2.2643e-15                       |         1.95089363e+13      1.78355903e-26                    
            154586.2          2.3249e-15                       |         1.93932226e+13      1.85321163e-26                    
           155503.09          2.7099e-15                       |         1.92788747e+13      2.18580093e-26                    
              156420          2.6963e-15                       |         1.91658649e+13      2.20055420e-26                    
              157337          2.4184e-15                       |         1.90541614e+13      1.99695905e-26                    
           158253.91          2.3789e-15                       |         1.89437632e+13      1.98730434e-26                    
            159170.8           2.453e-15                       |         1.88346392e+13      2.07302072e-26                    
            160087.8          2.5078e-15                       |         1.87267524e+13      2.14382172e-26                    
            161004.7          2.5066e-15                       |         1.86201061e+13      2.16741183e-26                    
           161921.59          2.5214e-15                       |         1.85146687e+13      2.20511155e-26                    
           162838.59          2.7907e-15                       |         1.84104062e+13      2.46835212e-26                    
            163755.5          3.4583e-15                       |         1.83073215e+13      3.09338340e-26                    
           164672.39           4.061e-15                       |         1.82053870e+13      3.67327855e-26                    
            165589.3          3.7938e-15                       |         1.81045792e+13      3.46991046e-26                    
           166506.31          3.5094e-15                       |         1.80048707e+13      3.24543982e-26                    
           167423.19          3.5345e-15                       |         1.79062685e+13      3.30474920e-26                    
           168340.09          3.5746e-15                       |         1.78087382e+13      3.37895071e-26                    
              169257          3.7004e-15                       |         1.77122635e+13      3.53607319e-26                    
              170174          4.5862e-15                       |         1.76168192e+13      4.43015274e-26                    
           171090.91          4.6811e-15                       |         1.75224072e+13      4.57068284e-26                    
           172007.81          3.8624e-15                       |         1.74290027e+13      3.81182432e-26                    
           172924.81          3.6487e-15                       |         1.73365788e+13      3.63941907e-26                    
            173841.7          3.6614e-15                       |         1.72451408e+13      3.69091797e-26                    
           174758.61          3.3075e-15                       |         1.71546603e+13      3.36942902e-26                    
           175675.61           2.819e-15                       |         1.70651156e+13      2.90199936e-26                    
            176592.5           2.581e-15                       |         1.69765114e+13      2.68479920e-26                    
           177509.41          2.5278e-15                       |         1.68888207e+13      2.65683612e-26                    
            178426.3           2.437e-15                       |         1.68020331e+13      2.58793023e-26                    
            179343.3          2.3406e-15                       |         1.67161226e+13      2.51117402e-26                    
            180260.2           2.181e-15                       |         1.66310954e+13      2.36393025e-26                    
           181177.09          2.0657e-15                       |         1.65469298e+13      2.26179430e-26                    
           182094.09          1.9704e-15                       |         1.64636018e+13      2.17934204e-26                    
              183011          1.9873e-15                       |         1.63811169e+13      2.22022565e-26                    
           183927.89          1.9758e-15                       |         1.62994562e+13      2.22955122e-26                    
           184844.89          1.9584e-15                       |         1.62185960e+13      2.23200722e-26                    
            185761.8          2.0246e-15                       |         1.61385419e+13      2.33040471e-26                    
            186678.7          2.4452e-15                       |         1.60592751e+13      2.84238707e-26                    
           187595.59          2.8563e-15                       |         1.59807839e+13      3.35295994e-26                    
           188512.59          2.2765e-15                       |         1.59030471e+13      2.69853261e-26                    
            189429.5           1.982e-15                       |         1.58260703e+13      2.37234677e-26                    
           190346.39          1.8873e-15                       |         1.57498369e+13      2.28091722e-26                    
           191263.41          1.8707e-15                       |         1.56743236e+13      2.28269155e-26                    
           192180.31          1.8221e-15                       |         1.55995408e+13      2.24475673e-26                    
           193097.19          1.7793e-15                       |         1.55254698e+13      2.21299474e-26                    
           194014.09          1.6882e-15                       |         1.54520973e+13      2.11967723e-26                    
           194931.11          1.7121e-15                       |         1.53794055e+13      2.17005497e-26                    
              195848          1.7104e-15                       |         1.53074047e+13      2.18834235e-26                    
           196764.91          1.6548e-15                       |         1.52360733e+13      2.13707670e-26                    
           197681.91          1.6415e-15                       |         1.51653967e+13      2.13970568e-26                    
            198598.8          1.6792e-15                       |         1.50953812e+13      2.20919963e-26                    
            199515.7          1.6538e-15                       |         1.50260084e+13      2.19591960e-26                    
           200432.61          1.6214e-15                       |         1.49572696e+13      2.17273234e-26                    
           201349.61          1.6063e-15                       |         1.48891502e+13      2.17223867e-26                    
            202266.5          1.6032e-15                       |         1.48216565e+13      2.18783678e-26                    
           203183.41          1.5399e-15                       |         1.47547705e+13      2.12054896e-26                    
           204100.41           1.518e-15                       |         1.46884790e+13      2.10930228e-26                    
            205200.5          1.4285e-15                       |         1.46097334e+13      2.00639469e-26                    
           206965.81          1.5294e-15                       |         1.44851200e+13      2.18523223e-26                    
            208732.2          1.4947e-15                       |         1.43625401e+13      2.17226213e-26                    
            210499.5          1.4191e-15                       |         1.42419559e+13      2.09746360e-26                    
           212267.89          1.4903e-15                       |         1.41233071e+13      2.23986376e-26                    
            214037.3          1.4646e-15                       |         1.40065521e+13      2.23808849e-26                    
            215807.8          1.3585e-15                       |         1.38916415e+13      2.11044099e-26                    
           217579.19          1.4066e-15                       |         1.37785447e+13      2.22118443e-26                    
           219351.69          1.4543e-15                       |         1.36672053e+13      2.33407748e-26                    
            221125.2          1.3921e-15                       |         1.35575890e+13      2.27052457e-26                    
            222899.8          1.3687e-15                       |         1.34496513e+13      2.26833357e-26                    
           224675.41          1.4024e-15                       |         1.33433587e+13      2.36136045e-26                    
              226452          1.4361e-15                       |         1.32386757e+13      2.45649735e-26                    
           228229.69          1.4194e-15                       |         1.31355591e+13      2.46620048e-26                    
           230008.39          1.3709e-15                       |         1.30339793e+13      2.41920364e-26                    
           231788.09           1.382e-15                       |         1.29339026e+13      2.47667815e-26                    
           233568.89          1.4219e-15                       |         1.28352907e+13      2.58748799e-26                    
            235350.7          1.4521e-15                       |         1.27381163e+13      2.68291436e-26                    
           237133.59          1.4169e-15                       |         1.26423447e+13      2.65769200e-26                    
           238917.59          1.4044e-15                       |         1.25479442e+13      2.67403056e-26                    
           240702.59          1.4149e-15                       |         1.24548913e+13      2.73442848e-26                    
           242488.59          1.3931e-15                       |         1.23631573e+13      2.73239954e-26                    
            244275.7          1.3716e-15                       |         1.22727090e+13      2.73002928e-26                    
            246063.8          1.3434e-15                       |         1.21835255e+13      2.71318928e-26                    
           247853.11          1.3509e-15                       |         1.20955698e+13      2.76816034e-26                    
